freq,psd_x,psd_y,psd_z,psd_xyz
128.9,7.659e+03,5.863e+05,5.737e+03,5.997e+05
130.4,6.602e+03,5.815e+05,5.432e+03,5.936e+05
131.9,6.177e+03,5.207e+05,4.791e+03,5.316e+05
133.4,4.114e+03,2.049e+05,2.017e+03,2.110e+05
134.9,3.149e+03,3.810e+04,5.336e+02,4.179e+04
136.4,2.681e+03,2.787e+04,4.322e+02,3.098e+04
137.9,2.470e+03,2.411e+04,4.431e+02,2.703e+04
139.4,2.835e+03,2.386e+04,4.510e+02,2.714e+04
140.9,2.781e+03,2.099e+04,4.189e+02,2.419e+04
142.4,2.675e+03,1.597e+04,2.870e+02,1.894e+04
143.9,3.569e+03,1.206e+04,1.851e+02,1.582e+04
145.4,4.012e+03,1.121e+04,1.494e+02,1.537e+04
146.9,3.813e+03,1.196e+04,1.222e+02,1.590e+04
148.4,3.350e+03,1.312e+04,1.279e+02,1.659e+04
149.9,3.078e+03,1.417e+04,1.628e+02,1.741e+04
151.4,2.733e+03,1.486e+04,1.545e+02,1.775e+04
152.8,2.595e+03,1.336e+04,1.269e+02,1.609e+04
154.3,2.747e+03,1.093e+04,1.254e+02,1.380e+04
155.8,2.792e+03,9.648e+03,2.647e+02,1.271e+04
157.3,7.368e+03,2.732e+04,6.801e+03,4.149e+04
158.8,1.510e+04,5.216e+04,1.675e+04,8.401e+04
160.3,5.764e+03,2.051e+04,3.596e+03,2.987e+04
161.8,2.350e+04,2.980e+04,3.436e+03,5.674e+04
163.3,4.717e+04,4.891e+04,6.999e+03,1.031e+05
164.8,7.656e+03,1.481e+04,9.833e+02,2.345e+04
166.3,2.041e+03,1.119e+04,1.193e+02,1.335e+04
167.8,2.075e+03,1.433e+04,1.450e+02,1.655e+04
169.3,2.132e+03,1.490e+04,1.552e+02,1.718e+04
170.8,2.183e+03,1.565e+04,1.496e+02,1.798e+04
172.3,2.444e+03,1.555e+04,1.349e+02,1.813e+04
173.8,2.407e+03,1.608e+04,1.236e+02,1.861e+04
175.3,2.437e+03,1.683e+04,1.201e+02,1.939e+04
176.8,2.578e+03,1.758e+04,9.704e+01,2.026e+04
178.3,2.517e+03,1.655e+04,9.412e+01,1.916e+04
179.8,2.632e+03,1.544e+04,8.689e+01,1.816e+04
181.3,2.633e+03,1.531e+04,7.942e+01,1.803e+04
182.8,2.637e+03,1.694e+04,8.639e+01,1.966e+04
184.3,2.697e+03,1.937e+04,1.002e+02,2.217e+04
185.8,2.939e+03,2.406e+04,8.967e+01,2.709e+04
187.3,3.140e+03,2.816e+04,8.945e+01,3.139e+04
188.8,3.183e+03,3.135e+04,8.948e+01,3.462e+04
190.3,2.865e+03,3.312e+04,8.596e+01,3.607e+04
191.8,3.791e+03,3.533e+04,7.514e+01,3.920e+04
193.3,5.454e+03,3.897e+04,6.959e+01,4.449e+04
194.8,7.915e+03,4.088e+04,7.153e+01,4.887e+04
196.3,1.062e+04,4.204e+04,7.147e+01,5.273e+04
197.8,1.395e+04,4.438e+04,6.535e+01,5.840e+04
199.3,1.660e+04,4.493e+04,6.232e+01,6.160e+04
