freq,psd_x,psd_y,psd_z,psd_xyz
88.6,2.305e+06,3.100e+03,1.076e+03,2.309e+06
90.2,1.702e+06,4.907e+03,9.638e+02,1.708e+06
91.8,1.349e+06,7.851e+03,1.277e+03,1.358e+06
93.3,1.082e+06,9.469e+03,2.017e+03,1.094e+06
94.9,8.271e+05,8.661e+03,2.006e+03,8.378e+05
96.4,6.279e+05,9.000e+03,1.566e+03,6.384e+05
98.0,7.876e+05,2.351e+04,1.826e+03,8.129e+05
99.5,1.795e+06,5.979e+04,4.730e+03,1.859e+06
101.1,3.547e+06,7.251e+04,4.978e+03,3.625e+06
102.6,4.669e+06,5.273e+04,3.591e+03,4.725e+06
104.2,4.524e+06,3.092e+04,2.164e+03,4.557e+06
105.8,3.795e+06,2.890e+04,1.246e+03,3.825e+06
107.3,3.202e+06,3.331e+04,8.280e+02,3.236e+06
108.9,2.936e+06,3.134e+04,6.242e+02,2.968e+06
110.4,2.777e+06,3.810e+04,4.519e+02,2.815e+06
112.0,2.577e+06,5.262e+04,2.309e+02,2.630e+06
113.5,2.439e+06,4.740e+04,2.079e+02,2.486e+06
115.1,2.243e+06,2.681e+04,2.892e+02,2.270e+06
116.6,1.994e+06,1.634e+04,3.556e+02,2.011e+06
118.2,1.786e+06,1.536e+04,4.132e+02,1.801e+06
119.8,1.546e+06,1.810e+04,5.470e+02,1.564e+06
121.3,1.341e+06,2.549e+04,8.883e+02,1.367e+06
122.9,1.191e+06,2.070e+04,1.398e+03,1.213e+06
124.4,1.095e+06,9.819e+03,1.618e+03,1.107e+06
126.0,1.009e+06,6.803e+03,1.077e+03,1.017e+06
127.5,9.600e+05,1.104e+04,6.503e+02,9.717e+05
129.1,8.888e+05,1.180e+04,7.151e+02,9.014e+05
130.6,8.207e+05,2.453e+04,7.901e+02,8.461e+05
132.2,6.507e+05,4.212e+04,7.288e+02,6.936e+05
133.7,1.885e+05,1.213e+04,3.285e+02,2.009e+05
135.3,1.213e+04,1.448e+03,1.461e+02,1.373e+04
136.9,8.121e+03,1.856e+03,1.075e+02,1.008e+04
138.4,7.681e+03,2.712e+03,1.302e+02,1.052e+04
140.0,8.168e+03,3.371e+03,1.672e+02,1.171e+04
141.5,1.007e+04,4.071e+03,1.484e+02,1.429e+04
143.1,1.089e+04,8.496e+03,1.147e+02,1.950e+04
144.6,1.127e+04,1.247e+04,1.872e+02,2.392e+04
146.2,1.156e+04,1.450e+04,4.391e+02,2.650e+04
147.7,1.120e+04,1.763e+04,6.471e+02,2.947e+04
149.3,1.028e+04,2.344e+04,6.915e+02,3.441e+04
150.9,9.192e+03,2.720e+04,6.798e+02,3.707e+04
152.4,8.644e+03,2.443e+04,5.828e+02,3.366e+04
154.0,8.420e+03,1.477e+04,3.772e+02,2.357e+04
155.5,8.389e+03,8.167e+03,2.560e+02,1.681e+04
157.1,8.062e+03,5.717e+03,2.114e+02,1.399e+04
158.6,7.452e+03,4.309e+03,1.758e+02,1.194e+04
160.2,6.712e+03,3.008e+03,1.462e+02,9.866e+03
161.7,6.316e+03,2.094e+03,1.212e+02,8.531e+03
163.3,5.871e+03,1.915e+03,9.460e+01,7.882e+03
164.9,5.576e+03,2.074e+03,7.866e+01,7.729e+03
166.4,5.361e+03,1.860e+03,7.034e+01,7.292e+03
168.0,5.356e+03,1.379e+03,7.050e+01,6.806e+03
169.5,5.165e+03,1.325e+03,6.713e+01,6.557e+03
171.1,4.846e+03,1.581e+03,5.855e+01,6.486e+03
172.6,4.478e+03,1.938e+03,4.794e+01,6.463e+03
174.2,4.078e+03,2.238e+03,4.255e+01,6.359e+03
175.7,3.868e+03,2.709e+03,3.603e+01,6.613e+03
177.3,4.196e+03,3.492e+03,3.272e+01,7.720e+03
178.8,4.470e+03,3.749e+03,3.504e+01,8.254e+03
180.4,4.203e+03,3.344e+03,3.771e+01,7.585e+03
182.0,3.947e+03,3.224e+03,3.393e+01,7.205e+03
183.5,3.491e+03,2.653e+03,3.532e+01,6.179e+03
185.1,3.151e+03,2.357e+03,3.463e+01,5.543e+03
186.6,2.899e+03,2.366e+03,3.083e+01,5.296e+03
188.2,2.752e+03,2.278e+03,3.195e+01,5.061e+03
189.7,2.372e+03,2.425e+03,3.406e+01,4.832e+03
191.3,2.230e+03,2.793e+03,3.793e+01,5.062e+03
192.8,1.907e+03,3.102e+03,3.790e+01,5.047e+03
194.4,1.826e+03,3.365e+03,4.022e+01,5.231e+03
196.0,2.091e+03,3.627e+03,4.966e+01,5.767e+03
197.5,2.449e+03,3.884e+03,5.278e+01,6.386e+03
199.1,2.023e+03,4.521e+03,6.091e+01,6.605e+03
