freq,psd_x,psd_y,psd_z,psd_xyz
96.4,2.796e+04,2.573e+06,6.746e+04,2.668e+06
98.0,1.705e+04,2.631e+06,6.567e+04,2.714e+06
99.5,1.392e+04,2.615e+06,6.215e+04,2.691e+06
101.1,1.420e+04,2.431e+06,5.703e+04,2.503e+06
102.6,9.632e+03,2.099e+06,5.068e+04,2.160e+06
104.2,1.122e+04,1.765e+06,4.592e+04,1.822e+06
105.7,1.934e+04,1.522e+06,4.206e+04,1.583e+06
107.3,3.404e+04,1.296e+06,3.612e+04,1.366e+06
108.8,4.149e+04,1.161e+06,3.303e+04,1.235e+06
110.4,4.148e+04,1.135e+06,3.255e+04,1.209e+06
112.0,4.561e+04,1.074e+06,3.150e+04,1.151e+06
113.5,5.027e+04,1.033e+06,3.182e+04,1.115e+06
115.1,4.443e+04,1.000e+06,3.302e+04,1.077e+06
116.6,3.098e+04,9.494e+05,3.424e+04,1.015e+06
118.2,1.961e+04,8.943e+05,3.471e+04,9.486e+05
119.7,1.510e+04,8.488e+05,3.339e+04,8.973e+05
121.3,1.341e+04,7.837e+05,3.145e+04,8.286e+05
122.8,7.255e+03,6.633e+05,2.905e+04,6.996e+05
124.4,4.407e+03,6.185e+05,3.109e+04,6.540e+05
125.9,4.815e+03,5.640e+05,3.381e+04,6.026e+05
127.5,5.206e+03,4.458e+05,3.057e+04,4.816e+05
129.1,6.723e+03,3.480e+05,2.524e+04,3.800e+05
130.6,9.432e+03,3.356e+05,2.157e+04,3.666e+05
132.2,8.259e+03,3.663e+05,2.039e+04,3.950e+05
133.7,5.178e+03,1.258e+05,7.145e+03,1.381e+05
135.3,3.941e+03,2.315e+04,1.356e+03,2.844e+04
136.8,3.308e+03,2.466e+04,1.225e+03,2.920e+04
138.4,3.370e+03,3.079e+04,1.101e+03,3.526e+04
139.9,4.027e+03,3.113e+04,7.276e+02,3.588e+04
141.5,4.044e+03,3.071e+04,5.558e+02,3.531e+04
143.1,3.934e+03,3.254e+04,4.781e+02,3.696e+04
144.6,3.537e+03,3.471e+04,4.583e+02,3.870e+04
146.2,2.970e+03,3.458e+04,3.842e+02,3.794e+04
147.7,2.686e+03,4.037e+04,2.523e+02,4.331e+04
149.3,2.857e+03,5.453e+04,1.970e+02,5.758e+04
150.8,3.037e+03,6.368e+04,2.661e+02,6.699e+04
152.4,3.413e+03,4.754e+04,3.111e+02,5.126e+04
153.9,4.379e+03,2.200e+04,2.788e+02,2.666e+04
155.5,7.478e+03,1.342e+04,1.878e+02,2.109e+04
157.0,8.620e+03,1.505e+04,1.996e+02,2.387e+04
158.6,5.931e+03,1.773e+04,1.844e+02,2.384e+04
160.2,4.919e+03,1.873e+04,1.190e+02,2.377e+04
161.7,5.131e+03,1.497e+04,8.735e+01,2.019e+04
163.3,5.197e+03,1.549e+04,8.472e+01,2.077e+04
164.8,5.393e+03,1.808e+04,8.804e+01,2.357e+04
166.4,5.617e+03,1.931e+04,9.483e+01,2.502e+04
167.9,5.347e+03,1.661e+04,8.561e+01,2.205e+04
169.5,4.855e+03,1.535e+04,7.776e+01,2.028e+04
171.0,4.102e+03,1.640e+04,6.683e+01,2.057e+04
172.6,3.192e+03,1.866e+04,5.347e+01,2.190e+04
174.2,2.495e+03,1.951e+04,5.194e+01,2.206e+04
175.7,2.188e+03,2.139e+04,4.705e+01,2.363e+04
177.3,2.079e+03,2.434e+04,4.427e+01,2.647e+04
178.8,2.263e+03,2.587e+04,5.418e+01,2.819e+04
180.4,2.155e+03,2.351e+04,6.643e+01,2.574e+04
181.9,2.108e+03,2.217e+04,7.704e+01,2.435e+04
183.5,2.049e+03,2.490e+04,1.218e+02,2.707e+04
185.0,1.819e+03,2.914e+04,1.979e+02,3.116e+04
186.6,1.488e+03,3.054e+04,2.285e+02,3.225e+04
188.1,1.176e+03,2.872e+04,2.319e+02,3.013e+04
189.7,1.122e+03,2.648e+04,2.200e+02,2.782e+04
191.3,1.264e+03,2.871e+04,2.080e+02,3.018e+04
192.8,1.171e+03,3.414e+04,1.820e+02,3.549e+04
194.4,1.528e+03,4.444e+04,1.653e+02,4.613e+04
195.9,1.992e+03,5.115e+04,1.423e+02,5.329e+04
197.5,2.445e+03,5.709e+04,1.310e+02,5.967e+04
199.0,3.106e+03,6.365e+04,1.045e+02,6.686e+04
